path,git_state_at_2026_07_14_snapshot,classification,reason,risk_level,founder_review_required
docs/SOURCE_OF_TRUTH_PRIORITY.md,UNTRACKED,TRACK_DOCUMENTATION,"Project governance, audit, readiness, or review documentation.",LOW,false
docs/SPRINT_ROADMAP.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
docs/TRACEABILITY_MATRIX.md,MODIFIED_TRACKED,TRACK_DOCUMENTATION,"Project governance, audit, readiness, or review documentation.",LOW,false
docs/WORDPRESS_CONNECTIVITY_AUDIT.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
docs/WORDPRESS_ENVIRONMENT_INVENTORY.md,UNTRACKED,TRACK_DOCUMENTATION,"Project governance, audit, readiness, or review documentation.",LOW,false
docs/WORDPRESS_READ_ONLY_AUDIT.md,UNTRACKED,TRACK_DOCUMENTATION,"Project governance, audit, readiness, or review documentation.",LOW,false
docs/adr/0000-template.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
docs/adr/0001-inquiry-first-commerce.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
docs/adr/README.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
docs/architecture/README.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
docs/architecture/principles.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
docs/content/README.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
docs/deployment/README.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
docs/operations/README.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
docs/operations/environments.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
docs/security/README.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
docs/seo/README.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
infrastructure/.DS_Store,IGNORED,IGNORE_LOCAL,Local generated or operating-system metadata; remain excluded from Git.,LOW,false
infrastructure/README.md,TRACKED_UNCHANGED,TRACK_CONFIGURATION_TEMPLATE,"Repository configuration, automation, environment, or infrastructure template.",LOW,false
infrastructure/docker/compose.yml.template,TRACKED_UNCHANGED,TRACK_CONFIGURATION_TEMPLATE,"Repository configuration, automation, environment, or infrastructure template.",LOW,false
infrastructure/kubernetes/README.md,TRACKED_UNCHANGED,TRACK_CONFIGURATION_TEMPLATE,"Repository configuration, automation, environment, or infrastructure template.",LOW,false
package.json,TRACKED_UNCHANGED,TRACK_CONFIGURATION_TEMPLATE,"Repository configuration, automation, environment, or infrastructure template.",LOW,false
prompts/.DS_Store,IGNORED,IGNORE_LOCAL,Local generated or operating-system metadata; remain excluded from Git.,LOW,false
prompts/README.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
prompts/content/README.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
prompts/development/README.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
prompts/seo/README.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
public/.DS_Store,IGNORED,IGNORE_LOCAL,Local generated or operating-system metadata; remain excluded from Git.,LOW,false
public/wp-content/.DS_Store,IGNORED,IGNORE_LOCAL,Local generated or operating-system metadata; remain excluded from Git.,LOW,false
public/wp-content/README.md,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
public/wp-content/mu-plugins/README.md,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
public/wp-content/plugins/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
public/wp-content/plugins/README.md,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
public/wp-content/themes/README.md,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
public/wp-content/themes/blocksy-child/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
public/wp-content/themes/blocksy-child/README.md,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
public/wp-content/uploads/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,"Repository implementation, test, public-boundary, asset, script, or placeholder artifact retained for controlled review.",LOW,false
quality/ARCHITECTURE_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
quality/BLOCKSY_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
quality/DOCUMENTATION_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
quality/ELEMENTOR_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
quality/PERFORMANCE_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
quality/QUALITY_AUDIT.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
quality/QUALITY_STANDARD.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
quality/RELEASE_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
quality/REVIEW_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
quality/SECURITY_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
quality/SEO_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
quality/TESTING_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
quality/WOOCOMMERCE_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
quality/WORDPRESS_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,"Project, governance, audit, quality, prompt, or contributor documentation.",LOW,false
repository/.gitignore,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/BUILD_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/IMPLEMENTATION_RULES.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/PRE_IMPLEMENTATION_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/assets/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/backups/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/business/BUSINESS_ENTITY_MODEL.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/business/BUSINESS_GOVERNANCE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/business/BUSINESS_MANIFEST.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/business/COMMISSION_ENGINE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/business/CUSTOMER_LIFECYCLE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/business/INQUIRY_ENGINE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/business/PROJECT_LIFECYCLE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/business/REPRESENTATIVE_MODEL.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/business/SALES_PIPELINE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/business/SERVICE_MODEL.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/business/SUPPLIER_MODEL.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/config/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/config/DEPLOYMENT_ACCESS_POLICY.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/config/ENVIRONMENT_REPORT.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/config/HOSTING_VALIDATION_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/config/IRAN_EXECUTION_RISK_REGISTER.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/config/PLUGIN_INSTALLATION_SEQUENCE.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/config/PLUGIN_INVENTORY.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/config/POST_INSTALL_VALIDATION.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/config/ROLLBACK_PLAN.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/config/SSH_ACCESS_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/config/WORDPRESS_BASELINE.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/config/WORDPRESS_INSTALLATION_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/configurator/01_SELECTION_FLOW.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/configurator/02_DYNAMIC_VISIBILITY.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/configurator/03_COMPATIBILITY_ENGINE.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/configurator/04_RECOMMENDATION_RULES.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/configurator/05_ENVIRONMENT_RULES.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/configurator/06_ALLOY_SELECTION.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/configurator/07_BRAND_SELECTION.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/configurator/08_THICKNESS_SELECTION.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/configurator/09_INSTALLATION_SELECTION.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/configurator/10_SUMMARY_CARD.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/configurator/11_INQUIRY_PAYLOAD.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/configurator/12_VALIDATION_ENGINE.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/configurator/13_EDGE_CASES.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/configurator/14_TEST_CASES.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/configurator/15_FOUNDER_REVIEW.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/content/01_CONTENT_LANGUAGE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/content/02_PRODUCT_CONTENT_STANDARD.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/content/03_CATEGORY_CONTENT_STANDARD.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/content/04_KNOWLEDGE_ARTICLE_STANDARD.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/content/05_FAQ_STANDARD.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/content/06_BRAND_CONTENT_STANDARD.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/content/07_INSTALLATION_GUIDE_STANDARD.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/content/08_MATERIAL_KNOWLEDGE_STANDARD.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/content/09_ALLOY_KNOWLEDGE_STANDARD.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/content/10_CONTENT_COMPONENT_LIBRARY.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/content/11_CONTENT_TONE_OF_VOICE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/content/12_SEMANTIC_ENTITY_MODEL.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/content/13_CONTENT_REUSE_RULES.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/content/14_AI_CONTENT_GOVERNANCE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/content/15_CONTENT_VERSIONING.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/data/attributes/ATTRIBUTE_DICTIONARY.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/data/attributes/PIPE_ATTRIBUTE_MODEL.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/data/imports/woocommerce/PIPE_IMPORT_MAPPING.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/data/imports/woocommerce/PIPE_IMPORT_TEMPLATE.csv,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/data/products/pipes/PIPE_PRODUCT_FAMILY.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/data/products/pipes/PIPE_VARIATION_MATRIX.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/data/products/pipes/PIPE_WOOCOMMERCE_MAPPING.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/data/seo/PIPE_SEO_ENTITY_MODEL.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/data/taxonomies/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/data/taxonomies/PIPE_CATEGORY_MODEL.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/data/taxonomies/PIPE_TAXONOMY_ATTRIBUTE_CLASSIFICATION.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/data/templates/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/data/validation/PIPE_DATA_GOVERNANCE_CHECKLIST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/data/validation/PIPE_IMPORT_PRECHECK.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/data/validation/PRODUCT_DATA_VALIDATION_RULES.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/deployment/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/design/01_DESIGN_LANGUAGE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/design/02_DESIGN_TOKENS.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/design/03_COMPONENT_STATE_SYSTEM.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/design/04_VISUAL_HIERARCHY.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/design/05_SPACING_SYSTEM.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/design/06_GRID_SYSTEM.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/design/07_TYPOGRAPHY_SYSTEM.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/design/08_COLOR_SYSTEM.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/design/09_ICONOGRAPHY_SYSTEM.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/design/10_IMAGE_SYSTEM.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/design/11_MOTION_SYSTEM.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/design/12_COMPONENT_NAMING.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/design/13_ADMIN_EXPERIENCE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/design/14_VERSIONING.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/design/ACCESSIBILITY_RULES.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/design/ANIMATION_LIBRARY.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/design/BRAND_LANGUAGE.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/design/COMPONENT_PATTERN_LIBRARY.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/design/DAMAVAND_VISUAL_EXPERIENCE_SYSTEM.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/design/DESIGN_DECISION_RECORDS.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/design/DESIGN_MANIFEST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/design/ELEMENTOR_COMPONENT_GUIDE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/design/MOTION_SYSTEM.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/design/PERFORMANCE_RULES.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/design/REACTBITS_INSPIRATION_MAPPING.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/design/REACTBITS_INSPIRED_UI_RULES.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/docs_generated/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/engine/product/ATTRIBUTE_TEMPLATE.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/engine/product/ENGINE_GENERATION_GUIDE.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/engine/product/ENGINE_RULES.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/engine/product/ENGINE_WORKFLOW.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/engine/product/IMPORT_TEMPLATE.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/engine/product/PRODUCT_ENGINE.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/engine/product/PRODUCT_FAMILY_TEMPLATE.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/engine/product/SEO_TEMPLATE.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/engine/product/VALIDATION_TEMPLATE.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/engine/product/VARIATION_TEMPLATE.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/enterprise-platform/01_PLATFORM_MANIFEST.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/enterprise-platform/02_PRODUCT_REPOSITORY_ARCHITECTURE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/enterprise-platform/03_KNOWLEDGE_REPOSITORY_ARCHITECTURE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/enterprise-platform/04_PRODUCT_CONFIGURATOR_ENGINE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/enterprise-platform/05_PRODUCT_EXPERIENCE_ENGINE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/enterprise-platform/06_GUIDED_SELECTION_ENGINE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/enterprise-platform/07_ASSEMBLY_ENGINE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/enterprise-platform/08_MARKET_INTELLIGENCE_REPOSITORY.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/enterprise-platform/09_CUSTOMER_KNOWLEDGE_REPOSITORY.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/enterprise-platform/10_DECISION_RULES_ENGINE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/enterprise-platform/11_SINGLE_SOURCE_OF_TRUTH_RULES.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/enterprise-platform/12_WORDPRESS_WOOCOMMERCE_MAPPING.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/enterprise-platform/13_IMPLEMENTATION_ROADMAP.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/exports/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/golden-reference/pipe/01_GOLDEN_PARENT_PRODUCT.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/golden-reference/pipe/02_GOLDEN_VARIATIONS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/golden-reference/pipe/03_GOLDEN_ATTRIBUTE_MAP.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/golden-reference/pipe/04_GOLDEN_CONFIGURATOR.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
